iter	Logloss
264	0.3937117624
265	0.3936479271
266	0.39352393
267	0.3934449945
268	0.393384373
269	0.3933011862
270	0.3931520905
271	0.3930601927
272	0.3929812051
273	0.3928770221
274	0.3927884333
275	0.3927245674
276	0.3926403369
277	0.3925470067
278	0.3924516972
279	0.3923462721
280	0.3922773842
281	0.3921193886
282	0.3920334993
283	0.3918942911
284	0.391794868
285	0.3916903822
286	0.3916463891
287	0.3915350594
288	0.3914762645
289	0.3914034762
290	0.391278313
291	0.3911417391
292	0.3910850939
293	0.3909435062
294	0.3908166218
295	0.3906822886
296	0.3905948959
297	0.3905313064
298	0.3903895463
299	0.39033423
300	0.3902003473
301	0.3901363745
302	0.3900442648
303	0.3899691426
304	0.3898296059
305	0.3897467022
306	0.3896560705
307	0.3895809111
308	0.3895229576
309	0.3894307613
310	0.3893346023
311	0.3892718175
312	0.3891449119
313	0.389065198
314	0.3890078425
315	0.3889486928
316	0.3888959575
317	0.3888006226
318	0.3887434075
319	0.3886570054
320	0.3885514699
321	0.3884903065
322	0.388374641
323	0.3883101046
324	0.3882289671
325	0.3881198837
326	0.3880867412
327	0.3880208947
328	0.3879226342
329	0.3878083745
330	0.3877827367
331	0.3876936218
332	0.3875948534
333	0.3875923864
334	0.3875406111
335	0.3874336879
336	0.3873793236
337	0.3872767816
338	0.3871662883
339	0.3871213482
340	0.3869978005
341	0.3868963283
342	0.3867801274
343	0.3867095658
344	0.3866121249
345	0.3864962294
346	0.3863482719
347	0.3862520747
348	0.3862210844
349	0.3861305855
350	0.3860762739
351	0.3859814648
352	0.3859117687
353	0.3858704864
354	0.3858693243
355	0.385774565
356	0.3856713199
357	0.3855204575
358	0.3854541474
359	0.3853966819
360	0.3853308081
361	0.385223944
362	0.385171394
363	0.3850823501
364	0.3850189348
365	0.3849655822
366	0.3848624116
367	0.3847981926
368	0.3847322574
369	0.3846890207
370	0.3846427
371	0.3845823855
372	0.3845052466
373	0.3844028597
374	0.3843486933
375	0.3842712734
376	0.3841948572
377	0.3841188353
378	0.3840060288
379	0.3839114152
380	0.383809575
381	0.3836937267
382	0.3836083267
383	0.3835432701
384	0.3834403869
385	0.383330787
386	0.3832549276
387	0.3832111408
388	0.3830746856
389	0.3829768757
390	0.3828990969
391	0.3828034584
392	0.3827661392
393	0.3826751846
394	0.3826163359
395	0.3825167408
396	0.3824495232
397	0.3823862266
398	0.3822738838
399	0.3822215977
400	0.3821836556
401	0.3820973401
402	0.3820649877
403	0.3820368816
404	0.3819425069
405	0.381871495
406	0.3817478009
407	0.381610914
408	0.3815398247
409	0.381448351
410	0.3813915359
411	0.3813234119
412	0.3812396829
413	0.3811199807
414	0.381111112
415	0.3810278906
416	0.3809575944
417	0.3808910942
418	0.3807863399
419	0.3807094953
420	0.3806246519
421	0.380470878
422	0.380373232
423	0.3802541868
424	0.3801786354
425	0.3800605089
426	0.3799932046
427	0.3798249231
428	0.3797164589
429	0.3796203676
430	0.3795668784
431	0.3795120048
432	0.379392541
433	0.3793081762
434	0.3792360832
435	0.3791463327
436	0.3790639883
437	0.3789418502
438	0.3788338572
439	0.3787581375
440	0.3786655173
441	0.378579511
442	0.3784857354
443	0.3783893238
444	0.3782873921
445	0.3781745104
446	0.3781022328
447	0.378072117
448	0.3779863963
449	0.3778728598
450	0.3777780402
451	0.3776684865
452	0.377594882
453	0.3775199526
454	0.3774538127
455	0.3773642174
456	0.3773097295
457	0.3770870582
458	0.3769914355
459	0.376906408
460	0.3768411262
461	0.3767720901
462	0.3766290931
463	0.3765454206
464	0.3764659302
465	0.3764151035
466	0.3763239442
467	0.3761891111
468	0.3760893663
469	0.3759654329
470	0.3758721619
471	0.3757955794
472	0.3756774292
473	0.3755989231
474	0.3754198651
475	0.375316689
476	0.3751920503
477	0.3750916895
478	0.3750287573
479	0.3749385986
480	0.3748554805
481	0.3748496142
482	0.3747696066
483	0.374728105
484	0.3746831765
485	0.374559625
486	0.3745396111
487	0.3743934224
488	0.3742552137
489	0.3741349711
490	0.3740669125
491	0.3740442076
492	0.3740004074
493	0.3738893126
494	0.3737903218
495	0.3736790283
496	0.3735871461
497	0.373436892
498	0.3733193092
499	0.3732101694
500	0.3730913594
501	0.3730367586
502	0.3729483572
503	0.3728017067
504	0.3727213971
505	0.372645404
506	0.3725223155
507	0.372446029
508	0.3723981055
509	0.3723339285
510	0.3722294859
511	0.3721275731
512	0.372023282
513	0.3719431651
514	0.3718448451
515	0.3717112338
516	0.3716609091
517	0.3715483598
518	0.371505696
519	0.3714552251
520	0.3713981457
521	0.3712983234
522	0.3712426803
523	0.3711418026
524	0.3710436566
525	0.370901298
526	0.370812365
527	0.3707431642
528	0.370645167
529	0.3705462596
530	0.3704441548
531	0.3703591557
532	0.3702557308
533	0.3701415605
534	0.3700263388
535	0.3698938885
536	0.3698088008
537	0.3697176305
538	0.3696615186
539	0.3695677489
540	0.3694609423
541	0.3693632294
542	0.3692969225
543	0.3692518481
544	0.3691291424
545	0.3690692161
546	0.3690062041
547	0.3688788879
548	0.3688414845
549	0.3687396021
550	0.3686476312
551	0.3685933241
552	0.3684448183
553	0.3683816094
554	0.3682838306
555	0.3681975435
556	0.3680921011
557	0.367935201
558	0.3678769394
559	0.3677615866
560	0.3676975112
561	0.3675842276
562	0.3674973324
563	0.3673922288
564	0.3672835111
565	0.3671829006
566	0.3671227326
567	0.3670114327
568	0.3669155096
569	0.3668448417
570	0.3667797123
571	0.3667111311
572	0.366603125
573	0.3664663616
574	0.3663588096
575	0.366321595
576	0.3662547579
577	0.3661427505
578	0.3660791642
579	0.3659964684
580	0.3658886974
581	0.365776418
582	0.3657187617
583	0.3656335774
584	0.3654700062
585	0.3653722732
586	0.3652785129
587	0.365224059
588	0.3651729937
589	0.3650316114
590	0.3649279717
591	0.3648182591
592	0.364773929
593	0.3646822397
594	0.3646003641
595	0.3645177297
596	0.364470178
597	0.3643315969
598	0.3642296806
599	0.3641369381
600	0.3640410061
601	0.3639780852
602	0.3639231782
603	0.3638336374
604	0.3636670402
605	0.3635872559
606	0.3635058563
607	0.3634753078
608	0.3633770127
609	0.3633000709
610	0.3631567207
611	0.3630000523
612	0.3628861664
613	0.3628118329
614	0.3627380798
615	0.36259162
616	0.3625050131
617	0.3624829965
618	0.3624253537
619	0.3623380613
620	0.3623170643
621	0.3622616752
622	0.3621766176
623	0.3621298735
624	0.3620041641
625	0.3618952509
626	0.3618255035
627	0.3616952616
628	0.3616058561
629	0.3615855301
630	0.3615656104
631	0.3615325895
632	0.3614572368
633	0.3613753777
634	0.3612408569
635	0.3611925605
636	0.3610834115
637	0.3609553445
638	0.3608424161
639	0.3608128964
640	0.360685899
641	0.3605927162
642	0.3604533958
643	0.3603121019
644	0.3602304827
645	0.360160453
646	0.3600268657
647	0.3599444803
648	0.3598840681
649	0.3597601679
650	0.3597270636
651	0.3596083506
652	0.3595773965
653	0.3595007753
654	0.3594627874
655	0.3594035962
656	0.3592752327
657	0.3591927103
658	0.3591134965
659	0.3590245003
660	0.3589335041
661	0.3588609812
662	0.3587759519
663	0.3587036961
664	0.3585995519
665	0.3585264001
666	0.358468201
667	0.3583574949
668	0.3582155974
669	0.35809203
670	0.3580555326
671	0.3579545398
672	0.3578479118
673	0.357777017
674	0.3576523387
675	0.3575682927
676	0.3575193517
677	0.3574668741
678	0.357336499
679	0.3572682771
680	0.3571108676
681	0.3570201265
682	0.3569952071
683	0.3569026581
684	0.3568063689
685	0.3566898153
686	0.356600957
687	0.3564893318
688	0.3564094003
689	0.3563283847
690	0.3562333851
691	0.3561694859
692	0.3560876923
693	0.3560266662
694	0.3559496003
695	0.3558388061
696	0.3557928428
697	0.355748534
698	0.3556321874
699	0.355576112
700	0.3555136914
701	0.3553897275
702	0.3553718776
703	0.3552782352
704	0.35521114
705	0.355098854
706	0.3550216243
707	0.3549074707
708	0.3548169687
709	0.3547076832
710	0.3546190276
711	0.3545502388
712	0.3544397099
713	0.3543639938
714	0.3542689239
715	0.3541288221
716	0.3540722581
717	0.3539954641
718	0.3538770439
719	0.3538378735
720	0.3538027387
721	0.3537379384
722	0.3536389431
723	0.3535044627
724	0.3534497173
725	0.3533772526
726	0.3532986556
727	0.3532074135
728	0.3531153749
729	0.3530836223
730	0.3530383717
731	0.3530045198
732	0.3528908103
733	0.3527788576
734	0.3526904161
735	0.3525829262
736	0.3525134926
737	0.3524044437
738	0.3523001176
739	0.3522074747
740	0.3521223184
741	0.3520580214
742	0.3519841192
743	0.3518838657
744	0.3517808122
745	0.3516780987
746	0.3516037629
747	0.3515216376
748	0.3514320856
749	0.3513261325
750	0.3512995322
751	0.3512435658
752	0.351131648
753	0.3510410263
754	0.3509647255
755	0.3508873684
756	0.3507819343
757	0.350695185
758	0.3506203642
759	0.3504786036
760	0.3503802763
761	0.3503089414
762	0.3501919202
763	0.3501103148
764	0.3500166263
765	0.3499314146
766	0.3498554155
767	0.3497737938
768	0.3496793275
769	0.3495951558
770	0.3494859997
771	0.3494268616
772	0.3493639599
773	0.3492771421
774	0.3491791985
775	0.3490696157
776	0.3490182095
777	0.3489183391
778	0.3487951401
779	0.3487071281
780	0.348592965
781	0.3485174413
782	0.348461531
783	0.3483132392
784	0.348297623
785	0.3482474511
786	0.3481731399
787	0.348036184
788	0.3479552071
789	0.3479058399
790	0.3477945335
791	0.3477085189
792	0.3476527532
793	0.3475350266
794	0.3474689515
795	0.3473590508
796	0.3472917857
797	0.3472227592
798	0.3471696087
799	0.3470953319
800	0.3469999312
801	0.3469448061
802	0.3468677559
803	0.3468165574
804	0.3467537263
805	0.3467142339
806	0.3466400477
807	0.3465472702
808	0.3465013229
809	0.3463698494
810	0.3462616068
811	0.3461366606
812	0.3460573681
813	0.3459915977
814	0.3459389792
815	0.345837849
816	0.3457916092
817	0.3457030119
818	0.3456263767
819	0.3455216274
820	0.345446738
821	0.3453257482
822	0.3452250242
823	0.3451379991
824	0.3450897179
825	0.3450101317
826	0.3449606954
827	0.3449095739
828	0.3447781187
829	0.3446622031
830	0.3445732227
831	0.3444717514
832	0.3444372521
833	0.3443636351
834	0.3443174643
835	0.34425503
836	0.3441616334
837	0.3440995918
838	0.3439812451
839	0.3439064259
840	0.3438691657
841	0.3437793987
842	0.3436633753
843	0.3436157737
844	0.3435744951
845	0.3435285978
846	0.3434267167
847	0.3433198465
848	0.3432304986
849	0.343181306
850	0.3430959765
851	0.3430024858
852	0.3429413639
853	0.3428836121
854	0.3428163286
855	0.3427525272
856	0.3427079324
857	0.3426133534
858	0.3425424579
859	0.3424801997
860	0.3423912519
861	0.3423233587
862	0.3422820698
863	0.3422306423
864	0.3422169788
865	0.3421433791
866	0.3420900459
867	0.3419661986
868	0.3419149702
869	0.3418091313
870	0.3417659718
871	0.3416436791
872	0.3415572802
873	0.3414857402
874	0.3413818199
875	0.3413231161
876	0.3412014469
877	0.3411277912
878	0.3410711818
879	0.3410296897
880	0.3409442726
881	0.3408487828
882	0.3407930358
883	0.3407282762
884	0.3406079111
885	0.3405636735
886	0.3404948066
887	0.3404639373
888	0.3403872585
889	0.3402946865
890	0.3402265352
891	0.3401944676
892	0.3401257684
893	0.340051104
894	0.3399773735
895	0.3399115343
896	0.3398429233
897	0.3397580508
898	0.3396762673
899	0.3396254207
900	0.339546558
901	0.3395007011
902	0.33945931
903	0.3393981921
904	0.3393206775
905	0.3392788155
906	0.3392659223
907	0.3392072569
908	0.3391193784
909	0.3390101282
910	0.3388970837
911	0.3387691974
912	0.3387151644
913	0.3386704804
914	0.3385990547
915	0.3385356145
916	0.3384680514
917	0.33837334
918	0.3383295462
919	0.3382742976
920	0.3381995317
921	0.3381273869
922	0.3380471783
923	0.3379682459
924	0.3379396437
925	0.3378742322
926	0.3377852481
927	0.3377428829
928	0.3376943523
929	0.337656142
930	0.3376076894
931	0.3375426027
932	0.3374820402
933	0.337408823
934	0.3373437921
935	0.3372483779
936	0.3372097041
937	0.3371508225
938	0.3371001081
939	0.3370197546
940	0.3369767206
941	0.3369245558
942	0.3368486055
943	0.3367394272
944	0.3366655244
945	0.3365850576
946	0.3364990049
947	0.3364162277
948	0.3363146774
949	0.3362203113
950	0.3360910681
951	0.3359504193
952	0.3358795943
953	0.3357866852
954	0.3356905105
955	0.3355563109
956	0.3354509377
957	0.3353741251
958	0.3353150059
959	0.3352642189
960	0.3351838089
961	0.3351277908
962	0.3350294652
963	0.3349769481
964	0.3349084936
965	0.3348711726
966	0.3347431215
967	0.3346758217
968	0.334598668
969	0.3345075847
970	0.3344783829
971	0.3344212384
972	0.3343784197
973	0.3343424136
974	0.3342936498
975	0.3342301743
976	0.334165273
977	0.3340949256
978	0.3340420563
979	0.3339196253
980	0.3338329821
981	0.3337042728
982	0.3335993044
983	0.3335243774
984	0.3334130193
985	0.3333446729
986	0.3332550115
987	0.3332255574
988	0.3331514614
989	0.3330772813
990	0.3330262031
991	0.3329643541
992	0.3329237453
993	0.3328748163
994	0.3328039327
995	0.3327759458
996	0.3326954792
997	0.332623421
998	0.3325639713
999	0.33252967
20968
999	0.327449321
